;vm_pu;va_degree;p_mw;q_mvar
136;1,0;0,0;-18,624895655523467;-8,600407997471253
1;0,992937000205962;-0,39243527904219266;0,0;0,0
2;0,9928971079503925;-0,3946430031389162;0,04778;0,019009
3;0,988283454168277;-0,6554350679564845;0,04255099999999999;0,016928999999999996
4;0,9862785930049828;-0,7698429448944539;0,08702199999999999;0,034622
5;0,9832840582243656;-0,9419365289352009;0,31131;0,123855
6;0,980673958686954;-1,0930486765323826;0,14886900000000003;0,059228
7;0,9803933096307562;-1,1093815098252855;0,238672;0,09495599999999998
8;0,9801782513302306;-1,1054762336030115;0,06229899999999999;0,024785999999999975
9;0,9729437057798284;-1,356479420620427;0,1245980000000001;0,049570999999999976
10;0,9792796004747822;-1,1280365718398275;0,14017499999999994;0,055767999999999984
11;0,9789780323593875;-1,129908209289772;0,11681300000000006;0,046474000000000015
12;0,9778844302506957;-1,1240995197421915;0,24920300000000006;0,09914500000000004
13;0,9787518388090424;-1,1413198426305828;0,291447;0,11595199999999994
14;0,9777610792176933;-1,1474652149734992;0,3037200000000002;0,12083500000000003
15;0,9667894618293941;-1,5224644841663675;0,21539600000000014;0,08569499999999997
16;0,9664061191201532;-1,5248696866543756;0,19858600000000015;0,07900699999999994
17;0,9894506622182305;-0,5200893139639635;0,0;0,0
18;0,98939116058381;-0,5230227618422324;0,0;0,0
19;0,982346287199445;-0,8790824487592259;0,0;0,0
20;0,97892637135019;-1,0544698982323943;0,030126999999999793;0,014728999999999992
21;0,9778180016927327;-1,0563862053160402;0,23097199999999996;0,11291999999999991
22;0,973767807751459;-1,3230352614354768;0,060255999999999865;0,029457999999999984
23;0,9732926918510443;-1,3238578822691316;0,23097199999999996;0,11291999999999991
24;0,973159524398589;-1,3551328573918568;0,12050699999999992;0,05891500000000005
25;0,9721583555121744;-1,4079289552707612;0,0;0,0
26;0,9719234155559727;-1,4197345520294962;0,05698099999999995;0,02785700000000002
27;0,970943769066212;-1,4395253073654157;0,364665;0,1782809999999999
28;0,970817067257447;-1,4420734910693547;0,0;0,0
29;0,9705829504921807;-1,4424826600501393;0,12464699999999995;0,060939000000000076
30;0,9704286734671876;-1,4427524892071417;0,05698099999999995;0,02785700000000002
31;0,9705962269755455;-1,4465341290322877;0,0;0,0
32;0,970284792516932;-1,4470815010633375;0,08547299999999991;0,04178700000000002
33;0,9691576096291038;-1,449040396207741;0,0;0,0
34;0,968850264510509;-1,4495759708781324;0,3967349999999996;0,19396000000000013
35;0,9447459336763799;-2,480623415729068;0,0;0,0
36;0,9436511243841624;-2,4825816008702932;0,18115199999999998;0,08856299999999995
37;0,9432012917168558;-2,4833878504445375;0,24217200000000005;0,1183949999999998
38;0,9449450893030423;-2,476490561080451;0,07531599999999994;0,036821000000000215
39;0,9902987182261551;-0,5149220449073038;0,0;0,0
40;0,9868654897734661;-0,7006198652740362;0,0012540000000003104;0,0005310000000000592
41;0,9867521812966916;-0,7001548698323377;0,006274000000000335;0,0026600000000001067
42;0,9868110716880248;-0,7035356688104222;0,0;0,0
43;0,9848055516770917;-0,8128992193265908;0,11788000000000043;0,04997100000000021
44;0,9844723835271894;-0,8145173797423116;0,06266800000000039;0,026565999999999867
45;0,9830868026821704;-0,9070150244283044;0,17228499999999958;0,07303399999999982
46;0,979794856062131;-1,0885827201090914;0,45855599999999974;0,194388
47;0,9785471521933238;-1,1577614896248414;0,2629619999999999;0,11147300000000016
48;0,9782606098310189;-1,1737445214537416;0,2357610000000001;0,09994199999999998
49;0,9496415666954978;-2,444757893577349;0,0;0,0
50;0,9496415666954978;-2,444757893577349;0,10921499999999984;0,04629800000000017
51;0,9717208318169177;-1,432450451978832;0,0;0,0
52;0,9714654638827825;-1,4467563008604467;0,07280900000000035;0,03086499999999992
53;0,9712410518007825;-1,4593673458496572;0,2584730000000004;0,10957000000000017
54;0,9712118333246316;-1,4610098368485174;0,06916899999999959;0,02932200000000007
55;0,9712070173651253;-1,4612806261087474;0,021842999999999613;0,009259999999999824
56;0,9708998597203926;-1,4785095651706723;0,0;0,0
57;0,9700780405054272;-1,4825492031915362;0,020527000000000406;0,008701999999999988
58;0,9687955648329512;-1,4888611818036077;0,15054799999999968;0,06381900000000007
59;0,9677519784438791;-1,4940118060560275;0,22068699999999986;0,09355199999999986
60;0,9675485824081876;-1,4950177200870407;0,09238400000000002;0,03916299999999984
61;0,9675485824081876;-1,495017720087041;0,0;0,0
62;0,978212868222655;-1,1764049425293142;0,22669300000000003;0,09609800000000002
63;0,9998793311660962;-0,006675136701803326;0,0;0,0
64;0,995540806130391;-0,24841569104619404;0,29401600000000006;0,11697399999999991
65;0,9905568943133508;-0,5285317583720498;0,08301499999999962;0,033027999999999835
66;0,9865537773272298;-0,7562610910716931;0,08301499999999962;0,033027999999999835
67;0,9828662834046858;-0,9683255465983207;0,10376999999999992;0,041284999999999794
68;0,9811354767891682;-1,068646927366648;0,17640799999999945;0,0701839999999998
69;0,9808349936107987;-1,0705067251900104;0,08301499999999962;0,033027999999999835
70;0,9807011202160889;-1,0938894905701884;0,21791699999999992;0,08669800000000016
71;0,9805722847860083;-1,0946874216464069;0,023293999999999926;0,009266999999999914
72;0,9805386470943569;-1,094895799227668;0,005074999999999719;0,002019000000000215
73;0,9803681126371435;-1,1132748206193794;0,07263799999999954;0,028899000000000008
74;0,9770863299947141;-1,1040227480688543;0,4059899999999992;0,161524
75;0,9997598674470771;-0,012493705517657473;0,0;0,0
76;0,9843287672822023;-0,8355497810528832;0,10018200000000022;0,04246799999999995
77;0,9802182145752228;-1,0626889682440621;0,14252300000000062;0,060417000000000165
78;0,9767435030240501;-1,2568399848573941;0,09604200000000063;0,04071299999999978
79;0,9760101601757917;-1,2980914309824225;0,3004540000000002;0,1273660000000003
80;0,9704602410656861;-1,432095130104474;0,14123799999999953;0,05987299999999962
