;vm_pu;va_degree;p_mw;q_mvar
1;1,0;0,0;-27,95733137047213;-13,706406294510499
2;0,9758077101087445;-0,21199453413838237;0,0001;0,0
3;0,9673347977204538;-0,28814302499396843;0,122;0,059
4;0,9752065607578823;-0,22106174357692693;0,00010000000000000286;0,0
5;0,9748532551535275;-0,22064739644806142;0,00010000000000000286;0,0
6;0,9747418121656719;-0,22165200034110363;0,11399999999999999;0,05499999999999999
7;0,9747136632745532;-0,22189832968375434;0,05099999999999999;0,024999999999999994
8;0,9695093836832787;-0,2685153918428697;0,08300000000000002;0,04000000000000001
9;0,9676247228492562;-0,28552144470257934;9,999999999998899e-05;0,0
10;0,9731262967365285;-0,2524662195891453;0,122;0,059
11;0,9732371042977338;-0,250785014460326;0,12200000000000005;0,059
12;0,9746849560698218;-0,2289369365262458;0,07699999999999996;0,03699999999999998
13;0,975558158169808;-0,21575942547546628;9,999999999998899e-05;0,0
14;0,9754406159335466;-0,21526912520036878;0,06800000000000006;0,03300000000000003
15;0,9739852900694466;-0,23950019236455586;0,07099999999999995;0,03400000000000003
16;0,9733300977539028;-0,23414473536307814;9,999999999998899e-05;0,0
17;0,9755171810266061;-0,2146338698694912;9,999999999998899e-05;0,0
18;0,9751299320296901;-0,21815057310413777;0,07699999999999996;0,03699999999999998
19;0,9699693303365808;-0,264370245058946;0,030000000000000027;0,014000000000000012
20;0,9562583871483644;-0,3893977963406056;0,013000000000000012;0,006000000000000005
21;0,9547086874644062;-0,446471111415844;0,0010000000000000009;0,0
22;0,9566182584747618;-0,8184263125445568;0,19399999999999995;0,09400000000000003
23;0,9563398931964874;-0,8210674233214651;0,07699999999999996;0,03700000000000003
24;0,9531129913006439;-0,4614574049030802;0,07699999999999996;0,03700000000000003
25;0,9554052937942227;-0,3972974867092026;0,07699999999999996;0,03700000000000003
26;0,9558325900064798;-0,8256474516509517;0,12199999999999989;0,05900000000000005
27;0,9544393443836857;-0,40611041898037237;0,10400000000000009;0,051000000000000045
28;0,9560287883654719;-0,8239560729613328;9,999999999998899e-05;0,0
29;0,9532151991495678;-0,460493187677161;0,07699999999999996;0,03700000000000003
30;0,9556464373377271;-0,8273531062601095;0,2430000000000001;0,118
31;0,9543294146810355;-0,40714615307615737;0,07699999999999996;0,03700000000000003
32;0,9548713099537882;-0,402285844313592;0,07699999999999996;0,03699999999999992
33;0,957035095102553;-0,8145945678735503;0,00010000000000021103;0,0
34;0,9534628401052427;-0,45815755580428236;0,121;0,05800000000000005
35;0,9548403755243076;-0,4025146484862647;0,19399999999999995;0,09400000000000008
36;0,9556195444938959;-0,8277559954674834;0,12199999999999989;0,05899999999999994
37;0,9544729677986106;-0,40598142046875163;0,07699999999999996;0,03699999999999992
38;0,9547032487841386;-0,40378743563421804;0,00010000000000021103;0,0
39;0,9556463149493478;-0,8273581654236186;0,00010000000000021103;0,0
40;0,954006419960384;-0,45296233035074346;0,09600000000000009;0,04699999999999993
41;0,9545257139383474;-0,4054322087487483;0,12199999999999989;0,05899999999999994
42;0,9542914797090424;-0,4076561628102288;0,06999999999999984;0,03400000000000003
43;0,9544226446946771;-0,44909789136065464;0,05799999999999983;0,028000000000000025
44;0,956107483401136;-0,39079640173977276;0,00010000000000021103;0,0
45;0,9552542555479154;-0,8311588712775462;0,12199999999999989;0,05899999999999994
46;0,9542478564277797;-0,40806027135057876;0,12199999999999989;0,05899999999999994
47;0,9541294117624745;-0,45185880923035915;0,12199999999999989;0,05899999999999994
48;0,9544877741751422;-0,4484915648175074;0,08599999999999985;0,04200000000000004
49;0,9552071861498611;-0,8316019710932406;0,07699999999999996;0,03699999999999992
50;0,9546350240448385;-0,4471455482085748;0,00010000000000021103;0,0
51;0,9555879442809998;-0,3955693677598693;0,12199999999999989;0,05899999999999994
52;0,9551754565204601;-0,3993622647727205;0,12199999999999989;0,05899999999999994
53;0,9563449089104703;-0,820939486049516;0,12199999999999989;0,05899999999999994
54;0,9555878869027078;-0,39557173953293623;0,00010000000000021103;0,0
55;0,95676602562791;-0,8171039476770714;0,041999999999999815;0,020000000000000018
56;0,9546799820626185;-0,40391181236798174;0,12199999999999989;0,05899999999999994
57;0,9584947226077113;-0,8012764352841368;0,0129999999999999;0,006000000000000005
58;0,9671824871873285;-0,3379441503371859;0,07699999999999996;0,03699999999999992
59;0,9666247008447807;-0,3372725360293768;0,04999999999999982;0,02400000000000002
60;0,9671067628486375;-0,3386338876670825;9,999999999976694e-05;0,0
61;0,9668040157692516;-0,34139503388115294;0,05999999999999961;0,029000000000000137
62;0,968212901976323;-0,3285319237649521;0,07099999999999973;0,03399999999999981
63;0,9661378820441062;-0,3474729569804635;0,12199999999999989;0,05900000000000016
64;0,9687520208581322;-0,3236017216721525;0,07699999999999996;0,03699999999999992
65;0,9658937928645553;-0,3497084157661948;0,09499999999999975;0,04599999999999982
66;0,9729559639236542;-0,28529873301283276;0,12099999999999955;0,05799999999999983
67;0,9692015144345668;-0,3194874654464934;0,07699999999999996;0,03699999999999992
68;0,9701551369833087;-0,31076262127618987;0,10299999999999976;0,04999999999999982
69;0,9658715213661073;-0,3499154393226568;0,0519999999999996;0,02499999999999991
70;0,9676684398817783;-0,32783294573574895;0,057000000000000384;0,027000000000000135
71;0,966038381967004;-0,34837998871892084;0,17100000000000026;0,08300000000000018
72;0,9564360067680094;-0,43043357721669967;0,12099999999999955;0,05799999999999983
73;0,9579810814784154;-0,4161782464514026;0,0389999999999997;0,019000000000000128
74;0,9563845191649785;-0,4308982845747355;0,11899999999999977;0,05799999999999983
75;0,9563118658169982;-0,43154786929499866;0,04900000000000038;0,02400000000000002
76;0,9562875377375644;-0,43180106667462814;9,999999999976694e-05;0,0
77;0,9593658334835692;-0,4034520340355858;0,04999999999999982;0,02400000000000002
78;0,9698716102736681;-0,30798386541667117;0,043999999999999595;0,020999999999999908
79;0,9698848330570672;-0,30785915230142996;0,08199999999999985;0,040000000000000036
80;0,9578465909298186;-0,41741422827338776;0,13199999999999967;0,06400000000000006
81;0,95614407835128;-0,43312122451691865;0,19399999999999995;0,09399999999999986
82;0,9578465146127886;-0,41741737574112175;9,999999999976694e-05;0,0
83;0,9703028301512273;-0,3040592753892253;0,12199999999999989;0,05900000000000016
84;0,9576924446904675;-0,8085214419984;0,0030000000000001137;0,0009999999999998899
85;0,9705282427994638;-0,30735498427165375;0,0519999999999996;0,02499999999999991
86;0,9731847692832701;-0,2515703585454813;0,10299999999999976;0,04999999999999982
87;0,9870533367898628;-0,11219993090362598;0,020999999999999908;0,009999999999999787
88;0,9730600071478183;-0,2534908449359313;0,020999999999999908;0,009999999999999787
89;0,9730369554983189;-0,25370877895809907;0,020999999999999908;0,009999999999999787
90;0,9707152942776371;-0,30030718360071296;0,004999999999999893;0,0030000000000001137
91;0,9731846716347919;-0,25157432229277155;9,999999999976694e-05;0,0
92;0,9870571699165699;-0,11214150471246806;9,999999999976694e-05;0,0
93;0,9701309642598391;-0,3109917976883805;0,020999999999999908;0,009999999999999787
94;0,9667313249730043;-0,6839532223628523;0,017999999999999794;0,008999999999999897
95;0,9660768686068223;-0,6899523329204863;0,12199999999999989;0,05900000000000016
96;0,965209374337165;-0,6977894827868903;0,11599999999999966;0,05600000000000005
97;0,9658289428704492;-0,6921716229023633;0,006999999999999673;0,0030000000000001137
98;0,966446746722616;-0,6865431879000954;0,06400000000000006;0,03100000000000014
