;vm_pu;va_degree;p_mw;q_mvar
1;1,0;0,0;-28,000094832472012;-13,72199373158198
2;0,9772034507115966;-0,2001452008385365;0,0001;0,0
3;0,9692634155092628;-0,2716237045233342;0,122;0,059
4;0,9766500728655909;-0,2084677649978378;0,00010000000000000286;0,0
5;0,9762503617909564;-0,20877333892106698;0,00010000000000000286;0,0
6;0,9761390783282945;-0,20977506917762997;0,11399999999999999;0,05499999999999999
7;0,9761109697324425;-0,21002069380265495;0,05099999999999999;0,024999999999999994
8;0,9712935802471478;-0,2532757684299705;0,08300000000000002;0,04000000000000001
9;0,969534085318831;-0,2691734059335416;9,999999999998899e-05;0,0
10;0,974785960243719;-0,2364978900363386;0,122;0,059
11;0,9748683418390495;-0,23525798716370602;0,12200000000000005;0,059
12;0,9761699245796794;-0,21569515346756385;0,07699999999999996;0,03699999999999998
13;0,9769737286199786;-0,2036010784681169;9,999999999998899e-05;0,0
14;0,9768580979874875;-0,2032322298911211;0,06800000000000006;0,03300000000000003
15;0,9755349679715318;-0,22524753922960106;0,07099999999999995;0,03400000000000003
16;0,9748778783294816;-0,22097885505384607;9,999999999998899e-05;0,0
17;0,9769133374151469;-0,20277700018346917;9,999999999998899e-05;0,0
18;0,9765266426140254;-0,20628365482340358;0,07699999999999996;0,03699999999999998
19;0,9717245949918586;-0,249386031468041;0,030000000000000027;0,014000000000000012
20;0,958988668286375;-0,36559744542074246;0,013000000000000012;0,006000000000000005
21;0,9398130467807181;-0,5977411090067242;0,0010000000000000009;0,0
22;0,9645670615313517;-0,6556685111254985;0,19399999999999995;0,09400000000000003
23;0,964419556308249;-0,6570708049992993;0,07699999999999996;0,03700000000000003
24;0,9578583443983154;-0,37606719292870694;0,07699999999999996;0,03700000000000003
25;0,958405394912165;-0,37098953530224604;0,07699999999999996;0,03700000000000003
26;0,9637878791856787;-0,662771028857429;0,12199999999999989;0,05900000000000005
27;0,9569866937381832;-0,38398028768086284;0,10400000000000009;0,051000000000000045
28;0,9641850295221389;-0,6592227005897376;9,999999999998899e-05;0,0
29;0,9577566321009311;-0,37702208388262487;0,07699999999999996;0,03700000000000003
30;0,9636032636547855;-0,6644486367081529;0,2430000000000001;0,118
31;0,9568770567192247;-0,38501051455989627;0,07699999999999996;0,03700000000000003
32;0,9580907867204224;-0,37394066975824664;0,07699999999999996;0,03699999999999992
33;0,9649804591535852;-0,6518996325496892;0,00010000000000021103;0,0
34;0,9391108005051354;-0,6044116316445266;0,121;0,05800000000000005
35;0,9580596737090241;-0,37416828852432704;0,19399999999999995;0,09400000000000008
36;0,96387654248915;-0,6620519682025373;0,12199999999999989;0,05899999999999994
37;0,9578739373665691;-0,375948959040174;0,07699999999999996;0,03699999999999992
38;0,9580595897789613;-0,37417174919896096;0,00010000000000021103;0,0
39;0,9636031422770125;-0,6644536126658794;0,00010000000000021103;0,0
40;0,9392834977024095;-0,6026830965765871;0,09600000000000009;0,04699999999999993
41;0,9389271328136862;-0,6060562526122185;0,12199999999999989;0,05899999999999994
42;0,9578079691843246;-0,37655118157558604;0,06999999999999984;0,03400000000000003
43;0,9391297782397552;-0,6041475681880306;0,05799999999999983;0,028000000000000025
44;0,9588879520481044;-0,3665304624936847;0,00010000000000021103;0,0
45;0,9636544161913386;-0,6640904246267639;0,12199999999999989;0,05899999999999994
46;0,9395482926567383;-0,6002241458538009;0,12199999999999989;0,05899999999999994
47;0,9394084173610747;-0,6015447144060098;0,12199999999999989;0,05899999999999994
48;0,9393352878654233;-0,6022097778515664;0,08599999999999985;0,04200000000000004
49;0,9396655114439171;-0,5991526286269279;0,07699999999999996;0,03699999999999992
50;0,9396115773735221;-0,5996283819519436;0,00010000000000021103;0,0
51;0,9581322368962095;-0,373495211928531;0,12199999999999989;0,05899999999999994
52;0,9577208465543453;-0,37726798318514;0,12199999999999989;0,05899999999999994
53;0,9642959681497988;-0,6581404225946498;0,12199999999999989;0,05899999999999994
54;0,9580148168624532;-0,3745985258346913;0,00010000000000021103;0,0
55;0,964760359546525;-0,6539334379784172;0,041999999999999815;0,020000000000000018
56;0,9572266908095508;-0,381793367253448;0,12199999999999989;0,05899999999999994
57;0,939773723141284;-0,5981556027087648;0,0129999999999999;0,006000000000000005
58;0,9778331961318445;-0,22802089628657005;0,07699999999999996;0,03699999999999992
59;0,9581755216233909;-0,42836854863962337;0,04999999999999982;0,02400000000000002
60;0,9778242111828557;-0,22810252765022082;9,999999999976694e-05;0,0
61;0,9777883285543113;-0,22842760350766675;0,05999999999999961;0,029000000000000137
62;0,978074830254685;-0,22580971650436504;0,07099999999999973;0,03399999999999981
63;0,9575482272440168;-0,43413458704060376;0,12199999999999989;0,05900000000000016
64;0,978245692043313;-0,2242397086488507;0,07699999999999996;0,03699999999999992
65;0,9578776680785003;-0,4311071893957026;0,09499999999999975;0,04599999999999982
66;0,9587233149074175;-0,4233203640702222;0,12099999999999955;0,05799999999999983
67;0,9784201841055548;-0,22263626414789386;0,07699999999999996;0,03699999999999992
68;0,9788945208778397;-0,21827081750848892;0,10299999999999976;0,04999999999999982
69;0,9580456032845572;-0,4295651759764745;0,0519999999999996;0,02499999999999991
70;0,9585420786999571;-0,42499014105299937;0,057000000000000384;0,027000000000000135
71;0,9575867224514311;-0,43377922823070736;0,17100000000000026;0,08300000000000018
72;0,9420620296082587;-0,5765496724487501;0,12099999999999955;0,05799999999999983
73;0,9438830387801344;-0,5595015734520146;0,0389999999999997;0,019000000000000128
